run_id,prompt_id,condition,repetition_id,timestamp,model_name,prompt_text,full_output_text,token_count,total_marker_score,delta_p0,cosine_similarity,perplexity,error_flag,notes,finish_reason,marker_counts_by_category,marker_counts
p01__late__rep2,p01,late,2,2026-03-21T16:28:38.488690+00:00,gpt-4.1-mini,"Напиши короткий академический фрагмент о том, почему строгая формализация метрик важна для исследований управляемой генерации текста.","Строгая формализация метрик в исследованиях управляемой генерации текста играет ключевую роль, поскольку она обеспечивает объективность и воспроизводимость оценки качества моделей. Без четко определённых и формализованных критериев сложно сравнивать результаты различных алгоритмов, что затрудняет выявление их сильных и слабых сторон. Кроме того, формализация метрик способствует выявлению конкретных аспектов генерации, таких как релевантность, когерентность и разнообразие, позволяя более точно направлять процесс оптимизации моделей и улучшать их практическую применимость. Таким образом, формализация метрик является фундаментом для системного развития и критического анализа методов управляемой генерации текста.Более того, строгая формализация метрик способствует стандартизации исследований, что облегчает интеграцию результатов из разных экспериментов и способствует накоплению знаний в области. Это особенно важно при работе с большими языковыми моделями, где множество факторов вли",116,0.008620689655172414,0.000869,0.83005,299.749387,False,generation_approach=segment_approximation | segment=pre_late:bias=off | segment=late:bias=on | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,length,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.008620689655172414}}","{""таким образом"": 1}"
p01__late__rep3,p01,late,3,2026-03-21T16:28:43.069371+00:00,gpt-4.1-mini,"Напиши короткий академический фрагмент о том, почему строгая формализация метрик важна для исследований управляемой генерации текста.","Строгая формализация метрик в исследованиях управляемой генерации текста играет ключевую роль, поскольку она обеспечивает объективность и воспроизводимость оценки качества моделей. В условиях высокой вариативности языковых данных и субъективности восприятия текста формализованные метрики позволяют количественно измерять соответствие сгенерированного контента заданным критериям, таким как релевантность, когерентность или стилистические особенности. Кроме того, формализация способствует стандартизации сравнений между разными методами и архитектурами, что важно для систематического развития области и выявления наиболее эффективных подходов. Таким образом, строгие метрики создают основу для научного прогресса, минимизируя влияние человеческого фактора и обеспечивая прозрачностьо результатов экспериментов. Кроме того, формализация метрик способствует выявлению и устранению потенциальных искажений и предубеждений, которые могут возникать при субъективной оценке, что особенно важно при работе с разнообразными языковыми и культурными",115,0.008695652173913044,0.000944,0.665473,386.841715,False,generation_approach=segment_approximation | segment=pre_late:bias=off | segment=late:bias=on | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,length,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.008695652173913044}}","{""таким образом"": 1}"
p02__control__rep1,p02,control,1,2026-03-21T16:28:47.971116+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные тематические и структурные ориентиры. В процессе генерации модель или автор определяет ключевые концепты, тональность и направление рассуждения, что существенно ограничивает и направляет последующий ход изложения. Таким образом, начальные элементы текста функционируют как когнитивные якоря, которые задают контекст и обеспечивают когерентность и связность всего ответа, минимизируя риск отклонения от заданной темы или стиля. Это явление подтверждается исследованиями в области когнитивной лингвистики и теории дискурса, где подчеркивается важность начальной информации для построения эффективной коммуникации.",92,0.010869565217391304,-0.001624,1.0,230.718927,False,generation_approach=segment_approximation | segment=full:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,stop,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.010869565217391304}}","{""таким образом"": 1}"
p02__control__rep2,p02,control,2,2026-03-21T16:28:50.774409+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные тематические и структурные ориентиры. В процессе начального выбора лексики, синтаксиса и семантических связей создаётся контекст, который направляет дальнейшее развитие высказывания, обеспечивая когерентность и целостность текста. Таким образом, начальные фрагменты функционируют как своего рода «якорь», определяющий тональность, стиль и логическую последовательность, что способствует формированию связного и адекватного коммуникативного акта.",68,0.014705882352941176,0.002212,1.0,217.529332,False,generation_approach=segment_approximation | segment=full:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,stop,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.014705882352941176}}","{""таким образом"": 1}"
p02__control__rep3,p02,control,3,2026-03-21T16:28:57.045163+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные тематические и структурные ориентиры. В процессе генерации первые предложения или фразы задают контекст, определяют тональность и направленность высказывания, что влияет на выбор лексики, синтаксиса и логической организации последующего материала. Таким образом, начальные элементы текста функционируют как когнитивные якоря, которые структурируют восприятие и интерпретацию информации, обеспечивая когерентность и связность всего высказывания. Этот феномен объясняется как лингвистическими, так и когнитивными механизмами, отражающими принцип последовательного построения дискурса.",84,0.011904761904761904,-0.000589,1.0,223.60659,False,generation_approach=segment_approximation | segment=full:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,stop,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.011904761904761904}}","{""таким образом"": 1}"
p02__early__rep1,p02,early,1,2026-03-21T16:29:00.162315+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные тематические и структурные ориентиры. В процессе генерации модель или автор определяет ключевыеаспекты содержания, стилистические особенности и логическую последовательность, которые впоследствии направляют развитие дискурса. Таким образом, начальные фрагменты текста создают когерентное основание, на котором строится дальнейшее высказывание, обеспечивая согласованность и целостность коммуникации. Это объясняет, почему изменения или ошибки на ранних этапах могут существенно повлиять на качество и релевантность всего ответа.",79,0.012658227848101266,0.000165,0.653396,338.389363,False,generation_approach=segment_approximation | segment=early:bias=on | segment=rest:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,stop,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.012658227848101266}}","{""таким образом"": 1}"
p02__early__rep2,p02,early,2,2026-03-21T16:29:04.829791+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные тематические и структурные параметры высказывания. Выбор начальных слов и фразВыбор начальных слов и фраз оказывает влияние на когерентность и последовательность последующего текста, задавая тон и направленность дискурса. В лингвистическом и когнитивном контексте это объясняется тем, что ранние элементы высказывания активируют определённые семантические поля и синтаксические конструкции, которые затем служат опорой для развития мысли. Таким образом, начальные этапы генерации выступают в роли своеобразного «якоря», который ограничивает и направляет дальнейшее построение ответа, обеспечивая его целостность и логическую связность.",96,0.010416666666666666,-0.002077,0.711097,405.816655,False,generation_approach=segment_approximation | segment=early:bias=on | segment=rest:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,stop,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.010416666666666666}}","{""таким образом"": 1}"
p02__early__rep3,p02,early,3,2026-03-21T16:29:10.976176+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные семантические и прагматические параметры высказывания. В процессе генерации первыесловосочетания и предложения устанавливают тон, стиль и направление аргументации, что влияет на выбор лексики, синтаксиса и структуру последующего текста. Таким образом, начальные элементы текста создают когерентное поле, в рамках которого последующая информация воспринимается и интерпретируется, обеспечивая целостность и связность дискурса. Это объясняет, почему изменение или уточнение на ранних этапах генерации может существенно трансформировать смысл и коммуникативные функции всего ответа.",87,0.011494252873563218,-0.000999,0.733632,349.81825,False,generation_approach=segment_approximation | segment=early:bias=on | segment=rest:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,stop,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.011494252873563218}}","{""таким образом"": 1}"
p02__mid__rep1,p02,mid,1,2026-03-21T16:29:15.480113+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные тематические и структурные ориентиры. В процессе генерации модель или автор определяет ключевые концепты, тональность и направление рассуждения, что существенно ограничивает и направляет последующий выбор лексики, синтаксиса и аргументаВ результате, начальные фрагменты текста выступают как когнитивные якоря, которые способствуют когерентности и целостности высказывания, минимизируя вероятность семантическихнесоответствий и логических противоречий. Таким образом, ранние этапы генерации обеспечивают контекстуальную основу, на которой строится дальнейшее развитие дискурса, что особенно важно в сложных аналитических и аргументативных текстах. Это подчеркивает значимость начальных фрагментов не только как вводной части, но и как структурного каркаса, влияющего на ког",109,0.009174311926605505,-0.003319,0.745345,339.460523,False,generation_approach=segment_approximation | segment=pre_mid:bias=off | segment=mid:bias=on | segment=post_mid:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,length,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 1, ""normalized"": 0.009174311926605505}}","{""таким образом"": 1}"
p02__mid__rep2,p02,mid,2,2026-03-21T16:29:22.032864+00:00,gpt-4.1-mini,"Подготовь короткий академический фрагмент о том, почему ранние этапы генерации могут задавать дискурсивную рамку последующего ответа.","Ранние этапы генерации текста играют ключевую роль в формировании дискурсивной рамки последующего ответа, поскольку именно на этом этапе закладываются основные тематические и структурные параметры высказывания. Выбор начальных лексических единиц, синтаксических конструкций и стилистических особенностей создает когерентный контекст, который направляет развитие дискурса и ограничиваетвариативность последующих высказываний, обеспечивая логическую связанность и смысловую целостность текста. Таким образом, начальные фрагменты выступают своего рода якорем, который определяетрамки интерпретации и восприятия информации, задавая тон и регистр коммуникации. В условиях автоматической генерации текста это особенно важно, поскольку алгоритмы опираются на начальные сигналы для предсказания дальнейших элементов, что влияет на когнитивную нагрузку и восприятие читателя. Следовательно, понимание механизмов, посредством которых ранние этапы генерации формируют дис",107,0.018691588785046728,0.006198,0.693537,397.337471,False,generation_approach=segment_approximation | segment=pre_mid:bias=off | segment=mid:bias=on | segment=post_mid:bias=off | delta_p0_mode=text_frequency_proxy | similarity_method=token_count_cosine | perplexity_method=control_bigram_proxy,length,"{""anglocentric_formulas"": {""count"": 0, ""normalized"": 0.0}, ""argument_development"": {""count"": 0, ""normalized"": 0.0}, ""hedging_epistemic"": {""count"": 0, ""normalized"": 0.0}, ""intensification_assertiveness"": {""count"": 0, ""normalized"": 0.0}, ""logical_structuring"": {""count"": 2, ""normalized"": 0.018691588785046728}}","{""следовательно"": 1, ""таким образом"": 1}"
